id,event_id,name,category,rank,format,default_round_format,participants,submissions_allowed,removed_wca,has_memo,hidden,description,important_info,rule,created_at,updated_at
94,pyramorphix,Pyramorphix,miscellaneous,3201,time,a,1,FALSE,FALSE,FALSE,FALSE,Two layer Morphix puzzle,,,2024-09-27T08:44:07.358Z,2025-07-14T08:41:18.890Z
95,mkilominx,Master Kilominx,miscellaneous,3250,time,m,1,FALSE,FALSE,FALSE,FALSE,,,,2024-10-07T02:10:28.646Z,2024-12-28T10:26:46.423Z
96,223_banana,2x2x3 Banana,miscellaneous,3613,time,a,1,FALSE,FALSE,FALSE,TRUE,Solve a 2x2x3 puzzle in the shape of a banana. The puzzle must be solved by shape; stickers must not be used. Example: FanXin Banana 2x2x3.,,,2024-10-12T20:53:37.651Z,2024-12-28T09:38:58.447Z
97,333_cube_mile,3x3x3 Cube Mile,miscellaneous,3055,time,1,1,FALSE,FALSE,FALSE,FALSE,Solve four 3x3x3 puzzles and run one mile. See the rules page for more information.,,"- The event consists of solving four 3x3x3 cubes and running four laps (1609m total) in the following order: solve, lap, solve, lap, solve, lap, solve, lap. There is no inspection time.
  - Solve: directly after the start signal, competitors uncover their puzzles and begin solving one of them. Competitors may advance through the 9m long transition zone (up to the finish line) during each solve.
    - Competitors must solve one of the scrambled puzzles before starting each lap. Penalty: DNF. +2 penalties for a puzzle being one move away from the solved state are applied the same way as in the 3x3x3 Multi-Blind event.
  - Laps: after solving each puzzle, competitors run a 400m lap. At the end of the lap, competitors continue to the next puzzle, or - after the final lap - the finish line.
  - The transition zone is located in the last 9m of the lap, such that the end of the transition zone is at the same point as the finish line.
- Timing is done by the judge using a stopwatch (see Regulation B2f of the WCA Regulations).
- Scrambling is the same as in the 3x3x3 Multi-Blind event (each scramble is unique and in a random orientation), except that the number of puzzles is always the same.
  - After scrambling, the puzzles are placed in the transition zone and completely covered until competitors remove the cover at the start of the attempt (same as in the 3x3x3 Multi-Blind event).",2024-10-13T08:38:13.698Z,2024-12-28T10:22:16.291Z
98,clock_oh,Clock One-Handed,miscellaneous,3153,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2024-11-24T18:14:26.842Z,2024-12-28T09:44:48.860Z
99,clock_doubles,Clock Doubles,miscellaneous,3157,time,a,2,FALSE,FALSE,FALSE,FALSE,"Solve a Clock puzzle in a team of two, each using only one hand. Relevant One-Handed rules apply.",,,2024-11-25T08:31:30.544Z,2024-12-28T09:45:23.049Z
100,2345relay_bld,2x2x2-5x5x5 Relay Blindfolded,extreme-bld,2290,time,1,1,TRUE,FALSE,TRUE,FALSE,,,,2024-11-26T07:42:13.781Z,2024-11-26T07:42:57.276Z
101,444oh,4x4x4 One-Handed,miscellaneous,3113,time,m,1,FALSE,FALSE,FALSE,FALSE,,,,2024-12-01T20:46:12.085Z,2024-12-28T09:44:30.583Z
102,minx_oh,Megaminx One-Handed,miscellaneous,3163,time,m,1,FALSE,FALSE,FALSE,FALSE,,,,2024-12-01T20:47:53.431Z,2024-12-28T09:45:38.749Z
103,dino,Dino Cube,miscellaneous,3370,time,a,1,FALSE,FALSE,FALSE,FALSE,Redi Cube scrambles must be used for this puzzle,,,2024-12-16T09:06:39.270Z,2024-12-28T10:19:07.321Z
104,pyram_oh,Pyraminx One-Handed,miscellaneous,3173,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2024-12-28T09:00:15.396Z,2024-12-28T09:45:53.769Z
105,133_cuboid,1x3x3 Cuboid,miscellaneous,3522,time,a,1,FALSE,FALSE,FALSE,TRUE,"Please note the differences between the standard 1x3x3 Cuboid (Floppy Cube) and the Super 1x3x3 Cuboid (Super Floppy Cube). The original Floppy Cube has four centers and four edges, but it only allows 180-degree moves. In contrast, the Super Floppy Cube has four centers and twelve edges (four additional ones within the center of each 3x3 face) and allows for 90-degree moves and shapeshifting.",Not to be confused with Super 1x3x3 cuboid. Please see the rules page for clarification. Spinner versions of the puzzle are NOT allowed.,- Spinner versions of the puzzle are NOT allowed.,2024-12-28T09:39:58.389Z,2026-03-07T05:50:24.031Z
106,super_133,Super 1x3x3 Cuboid,miscellaneous,3523,time,a,1,FALSE,FALSE,FALSE,FALSE,"Please note the differences between the standard 1x3x3 Cuboid (Floppy cube) and the Super 1x3x3 Cuboid (Super Floppy cube). The original Floppy cube has four centers and four edges, but it only allows 180-degree moves. In contrast, the Super Floppy Cube has four centers and twelve edges (four additional ones within the center of each 3x3 face) and allows 90-degree moves.",Not to be confused with 1x3x3 cuboid. Please see the rules page for clarification. Spinner versions of the puzzle are NOT allowed.,"- Spinner versions of the puzzle are NOT allowed.
- The permutation of the eight small inner pieces does not matter for determining the solved state.",2024-12-28T09:40:43.423Z,2026-03-05T01:47:07.111Z
107,skewb_oh,Skewb One-Handed,miscellaneous,3183,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-02-22T10:57:10.659Z,2025-02-22T10:57:10.659Z
108,333bf_bottle,3x3x3 Green Tea Blindfolded,miscellaneous,3091,time,1,1,FALSE,FALSE,FALSE,TRUE,Solve a 3x3x3 blindfolded and drink a 230-340ml bottle of non-alcoholic liquid. The competitor must drink the liquid strictly after the memorization phase (after donning the blindfold) and before the execution phase. The bottle must remain closed until the competitor has donned their blindfold. Penalty: DNF. The liquid must not be spilled. Penalty: DNF.,,,2025-03-26T21:25:40.223Z,2025-06-01T06:38:17.612Z
109,mfto,Master Face-Turning Octahedron,miscellaneous,3320,time,m,1,FALSE,FALSE,FALSE,FALSE,Four layer version of the Face-Turning Octahedron.,,,2025-04-22T03:20:51.164Z,2025-05-27T08:39:42.792Z
110,baby_fto,Baby Face-Turning Octahedron,miscellaneous,3300,time,a,1,FALSE,FALSE,FALSE,FALSE,Two layer version of the Face-Turning Octahedron. The solution for an attempt cannot be shorter than 5 moves.,,,2025-05-11T16:36:19.355Z,2025-07-13T13:12:34.542Z
111,super_gear_cube,Super Gear Cube,miscellaneous,3061,time,a,1,FALSE,FALSE,FALSE,FALSE,Not to be confused with the Gear Cube. Please see the rules page for clarification.,Not to be confused with the Gear Cube. Please see the rules page for clarification.,,2025-05-30T10:50:23.488Z,2026-03-05T00:49:30.301Z
112,cto,Corner-Turning Octahedron,miscellaneous,3340,time,a,1,FALSE,FALSE,FALSE,FALSE,Not to be confused with Face-Turning Octahedron,,,2025-06-24T19:43:00.995Z,2025-06-24T19:43:00.995Z
113,333_one_move_team_factory,3x3x3 One Move Team Factory,miscellaneous,3011,time,a,2,FALSE,FALSE,FALSE,FALSE,"As a team of two, solve a 3x3x3 one move at a time, alternating team members between each move. Only one team member may make a move at a time. No talking is allowed at any point during the attempt. A competitor may not undo their own move and turn a separate  layer on the same turn (e.g. R R' U isn't allowed, but R R2 is).",,,2025-06-27T06:49:34.041Z,2025-06-27T06:56:28.678Z
114,2pentahedron,2-layer Pentahedron,miscellaneous,3280,time,a,1,FALSE,FALSE,FALSE,FALSE,Two-layer version of the face-turning pentahedron (triangular prism).,,,2025-07-12T01:14:43.489Z,2025-07-12T17:08:05.088Z
115,3pentahedron,3-layer Pentahedron,miscellaneous,3281,time,a,1,FALSE,FALSE,FALSE,FALSE,Three-layer version of the face-turning pentahedron (triangular prism).,,,2025-07-12T01:15:32.599Z,2025-07-12T17:08:20.370Z
116,mmorphix,Mastermorphix,miscellaneous,3202,time,a,1,FALSE,FALSE,FALSE,FALSE,Three layer Morphix puzzle,,,2025-07-13T20:00:32.433Z,2025-07-14T08:40:55.247Z
117,helicopter,Helicopter Cube,miscellaneous,3386,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-07-14T20:14:02.844Z,2025-07-14T20:14:02.844Z
118,curvycopter,Curvy Copter,miscellaneous,3387,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-07-14T20:14:31.024Z,2026-01-17T19:23:48.486Z
119,sq1_oh,Square-1 One-Handed,miscellaneous,3193,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-07-16T19:55:27.701Z,2025-07-16T20:15:57.444Z
120,333_team_bld_twist,3x3x3 Team-Blind With A Twist,miscellaneous,3094,time,1,2,FALSE,FALSE,FALSE,TRUE,3x3x3 Team-Blind using the Rubik's Pulse Cube.,,,2025-08-08T06:17:15.368Z,2025-08-08T06:19:16.072Z
121,333_team_bld_twist_cnc,3x3x3 Team-Blind With A Twist (Cuber + Non-Cuber),miscellaneous,3095,time,1,2,FALSE,FALSE,FALSE,TRUE,3x3x3 Team-Blind using the Rubik's Pulse Cube. One of the participants must be a non-cuber.,,,2025-08-08T06:18:55.527Z,2025-08-08T06:18:55.527Z
122,rainbow_ball_12,Rainbow Ball (12 Slots),removed,4030,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-08-08T06:33:53.370Z,2025-11-19T11:24:56.835Z
123,8puzzle,8 Puzzle,miscellaneous,3431,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-08-15T21:53:48.848Z,2025-08-15T21:53:48.848Z
124,233_cuboid,2x3x3 Cuboid,miscellaneous,3622,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-08-16T06:51:20.407Z,2025-08-16T06:51:20.407Z
125,sq0,Square-0,removed,4040,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-08-16T08:50:14.073Z,2025-11-19T11:44:43.917Z
126,333_twist_cube,3x3x3 Twist Cube,miscellaneous,3292,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-08-16T08:56:22.363Z,2025-08-17T17:54:26.521Z
127,333_void,3x3x3 Void Cube,miscellaneous,3290,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-08-16T08:57:12.056Z,2025-08-16T08:57:12.056Z
128,222fm,2x2x2 Fewest Moves,miscellaneous,3102,number,a,1,FALSE,FALSE,FALSE,FALSE,The time limit for each attempt is 8 minutes,,The time limit for each attempt is 8 minutes.,2025-08-17T06:43:07.368Z,2025-10-22T09:46:08.303Z
129,444fm,4x4x4 Fewest Moves,miscellaneous,3112,number,1,1,FALSE,FALSE,FALSE,FALSE,The time limit for each attempt is 90 minutes,,The time limit for each attempt is 90 minutes.,2025-08-17T06:43:44.903Z,2025-10-22T09:45:41.704Z
130,fisher,3x3x3 Fisher Cube,miscellaneous,3291,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-08-17T17:54:55.946Z,2025-08-17T17:54:55.946Z
131,101010,10x10x10 Cube,miscellaneous,3216,time,m,1,FALSE,FALSE,FALSE,FALSE,,,,2025-08-24T00:41:05.994Z,2025-08-24T00:41:05.994Z
132,333_windmill_cube,3x3x3 Windmill Cube,miscellaneous,3293,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2025-09-24T14:11:28.188Z,2025-09-24T14:11:28.188Z
133,333_doubles,3x3x3 Doubles,miscellaneous,3035,time,a,2,FALSE,FALSE,FALSE,FALSE,"Solve a 3x3x3 in a team of two, each using only one hand. Relevant One-Handed rules apply.",,,2025-09-24T14:13:38.675Z,2026-04-01T07:09:20.387Z
134,222_blanker,2x2x2 Blanker Cube,miscellaneous,3285,time,a,1,FALSE,FALSE,FALSE,FALSE,"2x2x2 shape modification, made to look like a 3x3x3 with the same color on every side.",,,2025-10-03T15:27:13.914Z,2025-10-03T15:27:13.914Z
135,new_penta_clock,Pentagonal Clock (New Style),miscellaneous,3482,time,a,1,FALSE,FALSE,FALSE,FALSE,Also known as 5x5 Clock. Sold by Qiyi and doesn’t contain a center clock,,,2025-12-28T21:13:28.742Z,2025-12-28T21:13:28.742Z
136,333bf_oh,3x3x3 Blindfolded One-Handed,miscellaneous,3017,time,3,1,TRUE,FALSE,TRUE,FALSE,"Solve a 3x3x3 Cube blindfolded and using only one hand. After the competitor starts the timer, they must only use one hand for the entire attempt, including the memorization phase.",,,2026-01-11T09:13:22.030Z,2026-01-13T18:59:18.045Z
137,miniguild_3_person,3-man Mini Guildford,miscellaneous,3950,time,3,3,FALSE,FALSE,FALSE,FALSE,,,,2026-01-11T09:20:21.173Z,2026-01-11T09:20:21.173Z
138,clock_scrambling,Clock Scrambling,removed,4050,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2026-01-11T09:27:55.110Z,2026-01-11T09:27:55.110Z
139,333_x10_relay,Ten 3x3x3 Cubes Relay,removed,4060,time,m,1,FALSE,FALSE,FALSE,FALSE,,,,2026-01-11T09:31:17.790Z,2026-01-11T09:31:17.790Z
140,clock_mbld,Clock Multi-Blind,miscellaneous,3155,multi,1,1,TRUE,FALSE,TRUE,FALSE,,,,2026-01-11T09:36:26.446Z,2026-01-11T09:36:26.446Z
141,777_illusion,7x7x7 Illusion Cube,removed,4070,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2026-01-14T11:20:23.725Z,2026-01-14T11:20:23.725Z
142,334_cuboid,3x3x4 Cuboid,miscellaneous,3723,time,a,1,FALSE,FALSE,FALSE,FALSE,,,,2026-01-14T11:40:43.632Z,2026-01-14T11:40:43.632Z
143,clock_bld,Clock Blindfolded,miscellaneous,3151,time,5,1,FALSE,FALSE,FALSE,FALSE,,,,2026-01-14T11:41:42.937Z,2026-03-20T21:41:10.674Z
144,333_bets,3x3x3 Bets,miscellaneous,3050,time,3,1,FALSE,FALSE,FALSE,FALSE,"Write down a time prediction on the scorecard and try to get a solve faster than or equal to the predicted time. If the solve is slower, the result is DNF.",,"- At the start of the attempt, the competitor writes down a time on the scorecard (without signing).
- The competitor does the attempt as normal, but trying to achieve a result faster than or equal to the predicted time.
- The recorded time is the one written down on the scorecard (the ""bet""). Penalty for the final time on the timer being higher than the predicted time: DNF.",2026-01-17T20:14:08.165Z,2026-01-17T20:14:08.165Z
145,magic_create_cube,Magic Create The Cube,removed,4100,time,a,1,FALSE,FALSE,FALSE,FALSE,See https://www.jaapsch.net/puzzles/magiccrea.htm,,,2026-01-31T12:03:40.639Z,2026-01-31T12:03:40.639Z
146,magic_chess,Super Magic (Magic Chess),removed,4080,time,a,1,FALSE,FALSE,FALSE,FALSE,See https://www.cs.brandeis.edu/~storer/JimPuzzles/ZPAGES/zzzRubikPanels16.html,,,2026-01-31T12:05:53.378Z,2026-01-31T12:05:53.378Z
147,magic_balls,Super Magic (Magic Balls),removed,4090,time,a,1,FALSE,FALSE,FALSE,FALSE,"See https://www.cs.brandeis.edu/~storer/JimPuzzles/ZPAGES/zzzRubikPanels16.html
And https://www.jaapsch.net/puzzles/magicsuper.htm",,,2026-01-31T12:08:46.877Z,2026-01-31T12:08:46.877Z
148,333_braille_bld,3x3x3 Braille Cube Blindfolded,miscellaneous,3057,time,m,1,FALSE,FALSE,FALSE,FALSE,Solve a textured cube blindfolded. There is no inspection time.,,"- Every side of the puzzle must have a unique set of tiles that can be distinguished by feel, as well as a unique color (same as a regular 3x3x3 Cube).
- This is a fully blindfolded event (see above).",2026-02-10T12:12:53.405Z,2026-02-10T12:12:53.405Z
149,333_paw_mitts,3x3x3 With Paw Mitts,miscellaneous,3031,time,m,1,FALSE,FALSE,FALSE,TRUE,,,,2026-02-26T06:26:56.392Z,2026-02-26T06:26:56.392Z
150,444_mirror_blocks,4x4x4 Mirror Blocks,miscellaneous,3220,time,a,1,FALSE,FALSE,FALSE,FALSE,,Puzzles must NOT have any logos.,"- All sides of the puzzle must be clearly distinguishable from each other (i.e. have distinct thicknesses on each side).
  - All pieces of the puzzle must only be distinguishable from each other by the thickness on each axis. There must be no other way to distinguish the pieces from each other, be that visually, by feel, or otherwise. Puzzles must NOT have any logos.
- The permutation of centers within the same face does not matter for determining the solved state.
- Scrambling orientation (see [Regulation 4d of the WCA Regulations](https://www.worldcubeassociation.org/regulations/#4d)): scrambled starting with the thickest layer as the top face and the next thickest adjacent layer on the front face.",2026-02-28T01:34:31.872Z,2026-03-10T03:37:31.078Z
151,555_mirror_blocks,5x5x5 Mirror Blocks,miscellaneous,3230,time,m,1,FALSE,FALSE,FALSE,FALSE,,,"- All sides of the puzzle must be clearly distinguishable from each other (i.e. have distinct thicknesses on each side).
  - All pieces of the puzzle must only be distinguishable from each other by the thickness on each axis. There must be no other way to distinguish the pieces from each other, be that visually, by feel, or otherwise. Exception: the puzzle may have one logo on one of the fixed center pieces.
- The orientation of the centers does not matter for determining the solved state.
- Scrambling orientation (see [Regulation 4d of the WCA Regulations](https://www.worldcubeassociation.org/regulations/#4d)): scrambled starting with the thickest layer as the top face and the next thickest adjacent (outer) layer on the front face.",2026-02-28T01:34:57.200Z,2026-03-10T03:37:44.515Z
152,333_axis_cube,3x3x3 Axis Cube,miscellaneous,3294,time,a,1,FALSE,FALSE,FALSE,FALSE,,,"- The puzzle used must have a unique color for each face.
- Scrambling orientation: scrambled with the symmetric corner in the UFL position and the green face (if not possible, the darkest face) facing downwards.",2026-02-28T01:35:24.355Z,2026-03-10T03:37:19.055Z
153,miniguild_oh,Mini Guildford One-Handed,miscellaneous,3955,time,3,1,FALSE,FALSE,FALSE,TRUE,"Solve all of these puzzles one-handed: 2x2x2, two 3x3x3s, 4x4x4, 5x5x5, Pyraminx, Megaminx, Skewb, Square-1, Clock.",,"- This is a relay event (see above).
- Solve all of these puzzles one-handed: 2x2x2, 3x3x3, 4x4x4, 5x5x5, Pyraminx, Megaminx, Skewb, Square-1, Clock.
- A box should be used to transport and cover all of the puzzles before the start of each attempt.",2026-02-28T01:50:40.467Z,2026-03-04T11:27:57.460Z
154,333_assembly,3x3x3 Assembly,miscellaneous,3021,time,3,1,FALSE,FALSE,FALSE,TRUE,"Assemble the pieces of a 3x3x3 Cube around a core as quickly as possible, ending in a solved state",,,2026-03-15T03:19:58.156Z,2026-03-21T21:24:15.569Z
